Specialist,DIAGNOSIS_CODE,ACTIVITY_CODE,ACTIVITY_COUNT_TOTAL,DIAGNOSIS_CODE_COUNT,ACTIVITY_COUNT_AVG,ACTIVITY_COUNT_STDEV,CareProfile_class_code
CAR,202,190343,21,2243,0.009362461,0.009274805,13
CAR,202,190370,1,2243,0.0004458315,0.0004456327,15
CAR,202,194155,3,2243,0.001337494,0.001335706,12
CAR,202,194161,2,2243,0.000891663,0.0008908679,12
CAR,202,194162,1,2243,0.0004458315,0.0004456327,12
CAR,202,194163,2,2243,0.000891663,0.0008908679,12
CAR,203,033229,24,1673,0.01434549,0.01413969,4
CAR,203,033231,1,1673,0.0005977286,0.0005973714,6
CAR,203,033232,3,1673,0.001793186,0.00178997,6
CAR,203,033233,2,1673,0.001195457,0.001194028,6
CAR,203,033234,3,1673,0.001793186,0.00178997,6
CAR,203,033236,4,1673,0.002390915,0.002385198,4
CAR,203,033238,15,1673,0.008965929,0.008885542,6
CAR,203,033285,1,1673,0.0005977286,0.0005973714,6
CAR,203,033694,17,1673,0.01016139,0.01005813,4
CAR,203,034620,1,1673,0.0005977286,0.0005973714,4
CAR,203,039494,17,1673,0.01016139,0.01005813,7
CAR,203,039679,1,1673,0.0005977286,0.0005973714,4
CAR,203,039680,35,1673,0.0209205,0.02048283,6
CAR,203,039757,110,1673,0.06575015,0.06142707,4
CAR,203,039839,1,1673,0.0005977286,0.0005973714,4
CAR,203,039843,5,1673,0.002988643,0.002979711,4
CAR,203,039844,15,1673,0.008965929,0.008885542,4
CAR,203,070100,8,1673,0.004781829,0.004758963,8
CAR,203,070116,51,1673,0.03048416,0.02955488,8
CAR,203,070119,1,1673,0.0005977286,0.0005973714,8
CAR,203,070303,8,1673,0.004781829,0.004758963,8
CAR,203,070402,53,1673,0.03167962,0.03067602,8
CAR,203,070419,56,1673,0.0334728,0.03235237,8
CAR,203,070421,6,1673,0.003586372,0.00357351,8
CAR,203,070425,30,1673,0.01793186,0.01761031,8
CAR,203,070426,6,1673,0.003586372,0.00357351,8
CAR,203,070437,1,1673,0.0005977286,0.0005973714,8
CAR,203,070442,59,1673,0.03526599,0.0340223,8
CAR,203,070443,59,1673,0.03526599,0.0340223,8
CAR,203,070449,1,1673,0.0005977286,0.0005973714,8
CAR,203,070460,26,1673,0.01554094,0.01529942,8
CAR,203,070469,6,1673,0.003586372,0.00357351,8
CAR,203,070489,79,1673,0.04722056,0.04499078,8
CAR,203,070604,16,1673,0.009563658,0.009472194,8
CAR,203,070611,16,1673,0.009563658,0.009472194,8
CAR,203,070689,33,1673,0.01972505,0.01933597,8
CAR,203,070702,51,1673,0.03048416,0.02955488,8
CAR,203,070703,3,1673,0.001793186,0.00178997,8
CAR,203,070707,13,1673,0.007770472,0.007710092,8
CAR,203,070715,40,1673,0.02390915,0.0233375,8
CAR,203,070820,1,1673,0.0005977286,0.0005973714,8
CAR,203,072106,8,1673,0.004781829,0.004758963,8
CAR,203,072410,2,1673,0.001195457,0.001194028,8
CAR,203,072414,5,1673,0.002988643,0.002979711,8
CAR,203,072417,30,1673,0.01793186,0.01761031,8
CAR,203,072570,2,1673,0.001195457,0.001194028,8
CAR,203,072573,3,1673,0.001793186,0.00178997,8
CAR,203,072582,1,1673,0.0005977286,0.0005973714,8
CAR,203,072583,1,1673,0.0005977286,0.0005973714,8
CAR,203,072621,1,1673,0.0005977286,0.0005973714,8
CAR,203,072649,1,1673,0.0005977286,0.0005973714,8
CAR,203,074110,2,1673,0.001195457,0.001194028,8
CAR,203,074251,29,1673,0.01733413,0.01703366,8
CAR,203,074802,6,1673,0.003586372,0.00357351,8
CAR,203,074891,79,1673,0.04722056,0.04499078,8
CAR,203,074892,78,1673,0.04662283,0.04444914,8
CAR,203,074895,77,1673,0.0460251,0.04390679,8
CAR,203,074896,30,1673,0.01793186,0.01761031,8
CAR,203,074897,12,1673,0.007172744,0.007121295,8
CAR,203,074899,75,1673,0.04482965,0.04281995,8
CAR,203,075044,1,1673,0.0005977286,0.0005973714,9
CAR,203,076871,2,1673,0.001195457,0.001194028,8
CAR,203,077121,45,1673,0.02689779,0.0261743,8
CAR,203,085000,30,1673,0.01793186,0.01761031,7
CAR,203,085002,30,1673,0.01793186,0.01761031,7
CAR,203,085042,2,1673,0.001195457,0.001194028,7
CAR,203,087042,2,1673,0.001195457,0.001194028,7
CAR,203,120241,3,1673,0.001793186,0.00178997,7
CAR,203,120245,3,1673,0.001793186,0.00178997,7
CAR,203,190011,33,1673,0.01972505,0.01933597,1
CAR,203,190012,15,1673,0.008965929,0.008885542,1
CAR,203,190013,28,1673,0.0167364,0.01645629,1
CAR,203,190014,1,1673,0.0005977286,0.0005973714,99
CAR,203,190015,28,1673,0.0167364,0.01645629,89
CAR,203,190021,35,1673,0.0209205,0.02048283,99
CAR,203,190035,14,1673,0.008368201,0.008298174,2
CAR,203,190204,58,1673,0.03466826,0.03346637,3
CAR,203,190343,20,1673,0.01195457,0.01181166,13
CAR,203,190370,2,1673,0.001195457,0.001194028,15
CAR,203,192850,1,1673,0.0005977286,0.0005973714,12
CAR,204,033229,19,1172,0.0162116,0.01594879,4
CAR,204,033231,7,1172,0.005972696,0.005937023,6
CAR,204,033232,1,1172,0.0008532423,0.0008525143,6
CAR,204,033236,1,1172,0.0008532423,0.0008525143,4
CAR,204,033238,17,1172,0.01450512,0.01429472,6
CAR,204,033694,16,1172,0.01365188,0.0134655,4
CAR,204,039494,16,1172,0.01365188,0.0134655,7
CAR,204,039680,13,1172,0.01109215,0.01096911,6
CAR,204,039756,3,1172,0.002559727,0.002553175,4
CAR,204,039757,63,1172,0.05375427,0.05086474,4
CAR,204,039843,9,1172,0.007679181,0.007620211,4
CAR,204,039844,3,1172,0.002559727,0.002553175,4
CAR,204,039939,25,1172,0.02133106,0.02087604,6
CAR,204,070100,2,1172,0.001706485,0.001703573,8
CAR,204,070116,45,1172,0.0383959,0.03692166,8
CAR,204,070119,1,1172,0.0008532423,0.0008525143,8
CAR,204,070303,2,1172,0.001706485,0.001703573,8
CAR,204,070307,1,1172,0.0008532423,0.0008525143,8
CAR,204,070402,30,1172,0.02559727,0.02494205,8
CAR,204,070419,52,1172,0.0443686,0.04240003,8
CAR,204,070421,2,1172,0.001706485,0.001703573,8
CAR,204,070425,20,1172,0.01706485,0.01677364,8
CAR,204,070426,3,1172,0.002559727,0.002553175,8
CAR,204,070442,58,1172,0.04948806,0.04703899,8
CAR,204,070443,58,1172,0.04948806,0.04703899,8
CAR,204,070460,6,1172,0.005119454,0.005093245,8
CAR,204,070468,1,1172,0.0008532423,0.0008525143,8
CAR,204,070469,2,1172,0.001706485,0.001703573,8
CAR,204,070487,1,1172,0.0008532423,0.0008525143,8
CAR,204,070489,49,1172,0.04180887,0.04006089,8
CAR,204,070501,1,1172,0.0008532423,0.0008525143,9
CAR,204,070507,2,1172,0.001706485,0.001703573,9
CAR,204,070604,13,1172,0.01109215,0.01096911,8
CAR,204,070611,13,1172,0.01109215,0.01096911,8
CAR,204,070689,31,1172,0.02645051,0.02575088,8
CAR,204,070702,49,1172,0.04180887,0.04006089,8
CAR,204,070707,9,1172,0.007679181,0.007620211,8
CAR,204,070715,40,1172,0.03412969,0.03296486,8
CAR,204,070737,1,1172,0.0008532423,0.0008525143,8
CAR,204,072106,2,1172,0.001706485,0.001703573,8
CAR,204,072410,3,1172,0.002559727,0.002553175,8
CAR,204,072414,3,1172,0.002559727,0.002553175,8
CAR,204,072417,20,1172,0.01706485,0.01677364,8
CAR,204,074110,1,1172,0.0008532423,0.0008525143,8
CAR,204,074251,20,1172,0.01706485,0.01677364,8
CAR,204,074801,1,1172,0.0008532423,0.0008525143,8
CAR,204,074802,3,1172,0.002559727,0.002553175,8
CAR,204,074891,49,1172,0.04180887,0.04006089,8
CAR,204,074892,49,1172,0.04180887,0.04006089,8
CAR,204,074895,49,1172,0.04180887,0.04006089,8
CAR,204,074896,20,1172,0.01706485,0.01677364,8
CAR,204,074897,24,1172,0.02047782,0.02005848,8
CAR,204,074899,39,1172,0.03327645,0.03216913,8
CAR,204,075042,2,1172,0.001706485,0.001703573,9
CAR,204,075043,1,1172,0.0008532423,0.0008525143,9
CAR,204,075045,2,1172,0.001706485,0.001703573,9
CAR,204,077121,43,1172,0.03668942,0.03534331,8
CAR,204,077371,1,1172,0.0008532423,0.0008525143,8
CAR,204,085000,19,1172,0.0162116,0.01594879,7
CAR,204,085002,21,1172,0.01791809,0.01759703,7
CAR,204,089070,1,1172,0.0008532423,0.0008525143,7
CAR,204,190011,16,1172,0.01365188,0.0134655,1
CAR,204,190012,4,1172,0.003412969,0.003401321,1
CAR,204,190013,6,1172,0.005119454,0.005093245,1
CAR,204,190015,7,1172,0.005972696,0.005937023,89
CAR,204,190016,3,1172,0.002559727,0.002553175,89
CAR,204,190021,20,1172,0.01706485,0.01677364,99
CAR,204,190035,1,1172,0.0008532423,0.0008525143,2
CAR,204,190204,38,1172,0.03242321,0.03137194,3
CAR,204,190342,1,1172,0.0008532423,0.0008525143,13
CAR,204,190343,15,1172,0.01279863,0.01263483,13
CAR,204,192850,2,1172,0.001706485,0.001703573,12
CAR,204,193021,1,1172,0.0008532423,0.0008525143,12
CAR,205,033229,20,2224,0.008992806,0.008911936,4
CAR,205,033231,1,2224,0.0004496403,0.0004494381,6
CAR,205,033232,3,2224,0.001348921,0.001347101,6
CAR,205,033233,1,2224,0.0004496403,0.0004494381,6
CAR,205,033236,1,2224,0.0004496403,0.0004494381,4
CAR,205,033238,13,2224,0.005845324,0.005811156,6
CAR,205,033292,1,2224,0.0004496403,0.0004494381,6
CAR,205,033694,34,2224,0.01528777,0.01505405,4
CAR,205,039494,35,2224,0.01573741,0.01548974,7
CAR,205,039677,1,2224,0.0004496403,0.0004494381,6
CAR,205,039680,32,2224,0.01438849,0.01418146,6
CAR,205,039737,1,2224,0.0004496403,0.0004494381,4
CAR,205,039757,135,2224,0.06070144,0.05701678,4
CAR,205,039775,1,2224,0.0004496403,0.0004494381,4
CAR,205,039839,4,2224,0.001798561,0.001795326,4
CAR,205,039843,15,2224,0.006744604,0.006699115,4
CAR,205,039844,3,2224,0.001348921,0.001347101,4
CAR,205,039846,4,2224,0.001798561,0.001795326,4
CAR,205,039932,2,2224,0.0008992806,0.0008984719,4
CAR,205,039939,20,2224,0.008992806,0.008911936,6
CAR,205,070003,1,2224,0.0004496403,0.0004494381,9
CAR,205,070100,10,2224,0.004496403,0.004476185,8
CAR,205,070116,75,2224,0.03372302,0.03258578,8
CAR,205,070119,4,2224,0.001798561,0.001795326,8
CAR,205,070130,1,2224,0.0004496403,0.0004494381,8
CAR,205,070303,10,2224,0.004496403,0.004476185,8
CAR,205,070307,3,2224,0.001348921,0.001347101,8
CAR,205,070402,76,2224,0.03417266,0.03300489,8
CAR,205,070419,93,2224,0.04181655,0.04006792,8
CAR,205,070421,12,2224,0.005395683,0.00536657,8
CAR,205,070425,29,2224,0.01303957,0.01286954,8
CAR,205,070426,15,2224,0.006744604,0.006699115,8
CAR,205,070437,1,2224,0.0004496403,0.0004494381,8
CAR,205,070440,1,2224,0.0004496403,0.0004494381,8
CAR,205,070442,109,2224,0.04901079,0.04660873,8
CAR,205,070443,109,2224,0.04901079,0.04660873,8
CAR,205,070449,1,2224,0.0004496403,0.0004494381,8
CAR,205,070460,22,2224,0.009892086,0.009794233,8
CAR,205,070469,12,2224,0.005395683,0.00536657,8
CAR,205,070489,103,2224,0.04631295,0.04416806,8
CAR,205,070501,1,2224,0.0004496403,0.0004494381,9
CAR,205,070604,22,2224,0.009892086,0.009794233,8
CAR,205,070610,1,2224,0.0004496403,0.0004494381,8
CAR,205,070611,22,2224,0.009892086,0.009794233,8
CAR,205,070689,68,2224,0.03057554,0.02964068,8
CAR,205,070702,89,2224,0.04001798,0.03841655,8
CAR,205,070703,4,2224,0.001798561,0.001795326,8
CAR,205,070707,10,2224,0.004496403,0.004476185,8
CAR,205,070715,70,2224,0.03147482,0.03048416,8
CAR,205,070716,1,2224,0.0004496403,0.0004494381,8
CAR,205,070717,1,2224,0.0004496403,0.0004494381,8
CAR,205,070718,4,2224,0.001798561,0.001795326,8
CAR,205,072106,10,2224,0.004496403,0.004476185,8
CAR,205,072410,4,2224,0.001798561,0.001795326,8
CAR,205,072414,8,2224,0.003597122,0.003584183,8
CAR,205,072417,34,2224,0.01528777,0.01505405,8
CAR,205,072570,2,2224,0.0008992806,0.0008984719,8
CAR,205,072573,4,2224,0.001798561,0.001795326,8
CAR,205,072582,2,2224,0.0008992806,0.0008984719,8
CAR,205,072583,2,2224,0.0008992806,0.0008984719,8
CAR,205,072649,2,2224,0.0008992806,0.0008984719,8
CAR,205,072820,2,2224,0.0008992806,0.0008984719,11
CAR,205,074110,9,2224,0.004046762,0.004030386,8
CAR,205,074251,28,2224,0.01258993,0.01243142,8
CAR,205,074802,15,2224,0.006744604,0.006699115,8
CAR,205,074891,103,2224,0.04631295,0.04416806,8
CAR,205,074892,103,2224,0.04631295,0.04416806,8
CAR,205,074895,103,2224,0.04631295,0.04416806,8
CAR,205,074896,34,2224,0.01528777,0.01505405,8
CAR,205,074897,18,2224,0.008093525,0.00802802,8
CAR,205,074899,84,2224,0.03776978,0.03634323,8
CAR,205,075042,2,2224,0.0008992806,0.0008984719,9
CAR,205,075044,1,2224,0.0004496403,0.0004494381,9
CAR,205,077121,78,2224,0.03507194,0.0338419,8
CAR,205,081342,2,2224,0.0008992806,0.0008984719,7
CAR,205,082042,1,2224,0.0004496403,0.0004494381,7
